0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.250499999999999723e+00,6.100000000000000000e+01,1.000000000000000000e+00
7.290499999999999758e+00,9.200000000000000000e+01,0.000000000000000000e+00
7.230166666666666409e+00,5.400000000000000000e+01,1.000000000000000000e+00
7.240166666666666195e+00,8.400000000000000000e+01,0.000000000000000000e+00
7.290833333333333499e+00,8.100000000000000000e+01,2.000000000000000000e+00
7.280666666666666842e+00,9.700000000000000000e+01,2.000000000000000000e+00
7.240166666666666195e+00,5.800000000000000000e+01,0.000000000000000000e+00
7.250833333333333464e+00,7.900000000000000000e+01,0.000000000000000000e+00
7.290666666666667517e+00,6.500000000000000000e+01,0.000000000000000000e+00
7.230666666666667020e+00,6.200000000000000000e+01,3.000000000000000000e+00
7.240166666666666195e+00,9.900000000000000000e+01,1.000000000000000000e+00
7.290166666666666906e+00,8.600000000000000000e+01,2.000000000000000000e+00
7.280333333333333101e+00,5.800000000000000000e+01,0.000000000000000000e+00
7.240333333333333066e+00,6.600000000000000000e+01,4.000000000000000000e+00
1.151400000000000112e+01,5.800000000000000000e+01,1.000000000000000000e+00
4.472166666666666401e+00,6.400000000000000000e+01,2.000000000000000000e+00
1.055299999999999905e+01,6.800000000000000000e+01,1.000000000000000000e+00
1.214766666666666595e+01,1.060000000000000000e+02,1.000000000000000000e+00
1.070583333333333265e+01,1.130000000000000000e+02,0.000000000000000000e+00
9.565666666666666984e+00,1.070000000000000000e+02,7.000000000000000000e+00
5.101333333333332831e+00,5.200000000000000000e+01,1.000000000000000000e+00
9.952333333333333698e+00,9.600000000000000000e+01,4.000000000000000000e+00
8.953500000000000014e+00,8.300000000000000000e+01,1.000000000000000000e+00
1.054400000000000048e+01,5.600000000000000000e+01,1.000000000000000000e+00
9.944166666666665932e+00,5.700000000000000000e+01,1.000000000000000000e+00
1.107900000000000063e+01,5.800000000000000000e+01,2.000000000000000000e+00
3.754333333333333300e+00,5.300000000000000000e+01,1.000000000000000000e+00
1.228683333333333394e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.136683333333333401e+01,5.600000000000000000e+01,1.000000000000000000e+00
3.393000000000000238e+00,8.200000000000000000e+01,3.000000000000000000e+00
1.030216666666666647e+01,5.900000000000000000e+01,1.000000000000000000e+00
4.799833333333333840e+00,6.500000000000000000e+01,1.000000000000000000e+00
1.121900000000000119e+01,1.320000000000000000e+02,5.000000000000000000e+00
1.107233333333333292e+01,7.000000000000000000e+01,1.000000000000000000e+00
8.554500000000000881e+00,6.800000000000000000e+01,1.200000000000000000e+01
1.114299999999999891e+01,9.700000000000000000e+01,5.000000000000000000e+00
1.046099999999999852e+01,5.400000000000000000e+01,1.000000000000000000e+00
9.487166666666666970e+00,7.200000000000000000e+01,1.000000000000000000e+00
1.066049999999999898e+01,6.100000000000000000e+01,1.000000000000000000e+00
1.092999999999999972e+01,1.000000000000000000e+02,4.000000000000000000e+00
1.118366666666666553e+01,7.500000000000000000e+01,2.000000000000000000e+00
8.854833333333333556e+00,2.310000000000000000e+02,2.440000000000000000e+02
4.439166666666666927e+00,7.400000000000000000e+01,1.000000000000000000e+00
3.891499999999999737e+00,7.400000000000000000e+01,1.000000000000000000e+00
8.887000000000000455e+00,7.900000000000000000e+01,3.000000000000000000e+00
1.114349999999999952e+01,3.900000000000000000e+01,1.000000000000000000e+00
1.114799999999999969e+01,9.500000000000000000e+01,2.000000000000000000e+00
1.188766666666666616e+01,5.900000000000000000e+01,1.000000000000000000e+00
9.904999999999999361e+00,7.200000000000000000e+01,1.000000000000000000e+00
1.201633333333333375e+01,8.200000000000000000e+01,3.000000000000000000e+00
9.871166666666667311e+00,8.600000000000000000e+01,1.000000000000000000e+00
1.097166666666666757e+01,3.660000000000000000e+02,6.000000000000000000e+00
1.219599999999999973e+01,7.800000000000000000e+01,1.000000000000000000e+00
1.258166666666666700e+01,1.320000000000000000e+02,1.000000000000000000e+00
1.181283333333333374e+01,6.400000000000000000e+01,2.000000000000000000e+00
9.361333333333332618e+00,6.800000000000000000e+01,4.000000000000000000e+00
7.227500000000000036e+00,7.600000000000000000e+01,4.000000000000000000e+00
1.257316666666666549e+01,1.300000000000000000e+02,0.000000000000000000e+00
1.369083333333333208e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.186516666666666708e+01,3.600000000000000000e+01,0.000000000000000000e+00
4.500499999999999723e+00,4.200000000000000000e+01,0.000000000000000000e+00
3.768333333333333091e+00,5.000000000000000000e+01,0.000000000000000000e+00
3.561499999999999666e+00,2.500000000000000000e+01,0.000000000000000000e+00
1.106333333333333258e+01,1.800000000000000000e+01,0.000000000000000000e+00
1.100549999999999962e+01,2.400000000000000000e+01,0.000000000000000000e+00
1.083950000000000102e+01,2.800000000000000000e+01,0.000000000000000000e+00
