0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.250000000000000000e+02,6.100000000000000000e+01,1.000000000000000000e+00
7.290000000000000000e+02,9.200000000000000000e+01,0.000000000000000000e+00
7.230000000000000000e+02,5.400000000000000000e+01,1.000000000000000000e+00
7.240000000000000000e+02,8.300000000000000000e+01,0.000000000000000000e+00
7.290000000000000000e+02,8.100000000000000000e+01,2.000000000000000000e+00
7.280000000000000000e+02,9.700000000000000000e+01,2.000000000000000000e+00
7.240000000000000000e+02,5.800000000000000000e+01,0.000000000000000000e+00
7.250000000000000000e+02,7.900000000000000000e+01,0.000000000000000000e+00
7.290000000000000000e+02,6.500000000000000000e+01,0.000000000000000000e+00
7.230000000000000000e+02,6.100000000000000000e+01,3.000000000000000000e+00
7.240000000000000000e+02,9.900000000000000000e+01,1.000000000000000000e+00
7.290000000000000000e+02,8.600000000000000000e+01,2.000000000000000000e+00
7.280000000000000000e+02,5.800000000000000000e+01,0.000000000000000000e+00
7.240000000000000000e+02,6.600000000000000000e+01,4.000000000000000000e+00
1.151000000000000000e+03,5.800000000000000000e+01,1.000000000000000000e+00
4.470000000000000000e+02,6.400000000000000000e+01,2.000000000000000000e+00
1.055000000000000000e+03,6.800000000000000000e+01,1.000000000000000000e+00
1.214000000000000000e+03,1.060000000000000000e+02,1.000000000000000000e+00
1.070000000000000000e+03,1.130000000000000000e+02,0.000000000000000000e+00
9.560000000000000000e+02,1.070000000000000000e+02,7.000000000000000000e+00
5.100000000000000000e+02,5.200000000000000000e+01,1.000000000000000000e+00
9.950000000000000000e+02,9.600000000000000000e+01,4.000000000000000000e+00
8.950000000000000000e+02,8.300000000000000000e+01,1.000000000000000000e+00
1.054000000000000000e+03,5.600000000000000000e+01,1.000000000000000000e+00
9.940000000000000000e+02,5.700000000000000000e+01,1.000000000000000000e+00
1.107000000000000000e+03,5.800000000000000000e+01,2.000000000000000000e+00
3.750000000000000000e+02,5.300000000000000000e+01,1.000000000000000000e+00
1.228000000000000000e+03,5.500000000000000000e+01,1.000000000000000000e+00
1.136000000000000000e+03,5.600000000000000000e+01,1.000000000000000000e+00
3.390000000000000000e+02,8.200000000000000000e+01,3.000000000000000000e+00
1.030000000000000000e+03,5.900000000000000000e+01,1.000000000000000000e+00
4.790000000000000000e+02,6.500000000000000000e+01,1.000000000000000000e+00
1.121000000000000000e+03,1.320000000000000000e+02,5.000000000000000000e+00
1.107000000000000000e+03,7.000000000000000000e+01,1.000000000000000000e+00
8.550000000000000000e+02,6.800000000000000000e+01,1.200000000000000000e+01
1.114000000000000000e+03,9.700000000000000000e+01,5.000000000000000000e+00
1.046000000000000000e+03,5.400000000000000000e+01,1.000000000000000000e+00
9.480000000000000000e+02,7.200000000000000000e+01,1.000000000000000000e+00
1.066000000000000000e+03,6.100000000000000000e+01,1.000000000000000000e+00
1.093000000000000000e+03,1.000000000000000000e+02,4.000000000000000000e+00
1.118000000000000000e+03,7.500000000000000000e+01,2.000000000000000000e+00
8.850000000000000000e+02,2.310000000000000000e+02,2.440000000000000000e+02
4.430000000000000000e+02,7.400000000000000000e+01,1.000000000000000000e+00
3.890000000000000000e+02,7.400000000000000000e+01,1.000000000000000000e+00
8.880000000000000000e+02,7.900000000000000000e+01,3.000000000000000000e+00
1.114000000000000000e+03,3.900000000000000000e+01,1.000000000000000000e+00
1.114000000000000000e+03,9.500000000000000000e+01,2.000000000000000000e+00
1.188000000000000000e+03,5.900000000000000000e+01,1.000000000000000000e+00
9.900000000000000000e+02,7.200000000000000000e+01,1.000000000000000000e+00
1.201000000000000000e+03,8.200000000000000000e+01,3.000000000000000000e+00
9.870000000000000000e+02,8.600000000000000000e+01,1.000000000000000000e+00
1.097000000000000000e+03,3.660000000000000000e+02,6.000000000000000000e+00
1.219000000000000000e+03,7.800000000000000000e+01,1.000000000000000000e+00
1.258000000000000000e+03,1.320000000000000000e+02,1.000000000000000000e+00
1.181000000000000000e+03,6.400000000000000000e+01,2.000000000000000000e+00
9.360000000000000000e+02,6.800000000000000000e+01,4.000000000000000000e+00
7.220000000000000000e+02,7.600000000000000000e+01,4.000000000000000000e+00
1.257000000000000000e+03,1.300000000000000000e+02,0.000000000000000000e+00
1.369000000000000000e+03,4.200000000000000000e+01,0.000000000000000000e+00
1.186000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
4.500000000000000000e+02,4.200000000000000000e+01,0.000000000000000000e+00
3.760000000000000000e+02,5.000000000000000000e+01,0.000000000000000000e+00
3.560000000000000000e+02,2.500000000000000000e+01,0.000000000000000000e+00
1.106000000000000000e+03,1.800000000000000000e+01,0.000000000000000000e+00
1.100000000000000000e+03,2.400000000000000000e+01,0.000000000000000000e+00
1.083000000000000000e+03,2.800000000000000000e+01,0.000000000000000000e+00
